0, True, Normal, -0.04449223, -0.0428243, -0.06776018, CubeS, 0.015439, 0.040576, 0.065400, Policy
247, True, Top, -1.73212644, 0.05112884, -1.60731897, Cone1S, -0.016000, -0.049826, 0.050000, Policy
248, True, Normal, -0.09303129, -0.04667977, 0.01678851, CylinderS, 0.011705, 0.034558, 0.065400, Policy
249, True, Top, -1.67069955, -0.17368268, -1.61435549, Cone1S, 0.003546, 0.023579, 0.050000, Policy
250, True, Normal, -0.15388002, -0.01969886, -0.10051047, CubeB, 0.038601, 0.007337, 0.065400, Policy
251, True, Normal, -0.22844609, -0.07115756, -0.05984552, CubeS, 0.016748, 0.030703, 0.065400, Policy
252, True, Top, -1.65697908, -0.09286832, -1.51744306, Cone1S, -0.017745, -0.033064, 0.050000, Policy
253, True, Normal, -0.13638679, 0.05967122, -0.02843164, CubeS, -0.063863, 0.011031, 0.065400, Policy
254, True, Normal, -0.05027921, 0.01433023, -0.00611883, CylinderS, 0.061696, 0.008713, 0.065400, Policy
255, True, Normal, 0.06594256, -0.07875064, 0.06881752, CubeB, 0.022515, 0.023017, 0.065400, Policy
256, True, Normal, -0.09624661, -0.15367848, -0.01313635, CubeS, 0.036583, 0.001765, 0.065400, Policy
257, True, Normal, -0.07927817, -0.16132316, -0.06986003, CubeB, -0.021176, 0.014422, 0.065400, Policy
258, True, Top, -1.72230721, -0.22662192, -1.61200603, Cone1S, -0.035049, -0.026362, 0.050000, Policy
259, True, Normal, -0.09742392, -0.01769828, -0.05766531, CylinderS, -0.030358, 0.008266, 0.065400, Policy
260, True, Normal, -0.0252879, -0.27746729, -0.05527271, CubeB, 0.008285, 0.016027, 0.065400, Policy
261, True, Normal, -0.07296723, -0.00348886, 0.00840879, CylinderS, 0.045592, 0.021047, 0.065400, Policy
262, True, Normal, -0.18350515, -0.01367135, -0.06099395, CubeS, -0.022464, 0.010474, 0.065400, Policy
263, True, Top, -1.69648682, -0.19219502, -1.68097004, Cone1S, -0.012072, 0.024983, 0.050000, Policy
264, True, Normal, 0.00879488, -0.17133952, -0.07008317, CylinderS, -0.023498, 0.003145, 0.065400, Policy
265, True, Top, -1.57964143, -0.10276207, -1.5980467, Cone1S, 0.018916, -0.033357, 0.050000, Policy
266, True, Normal, -0.06735428, 0.00961806, -0.0851307, CubeB, -0.016639, 0.019106, 0.065400, Policy
267, True, Normal, -0.01616197, -0.21196905, -0.03187718, CubeS, 0.028385, 0.018489, 0.065400, Policy
268, True, Top, -1.69960677, -0.06403594, -1.80214171, Cone1S, 0.031339, -0.010928, 0.050000, Policy
269, True, Normal, -0.15260032, -0.16219271, -0.07797489, CubeS, -0.011191, 0.014061, 0.065400, Policy
270, True, Normal, -0.04183913, -0.19282774, -0.09334731, CylinderS, 0.041258, 0.002421, 0.065400, Policy
271, True, Normal, 0.09239013, -0.00657069, -0.05737072, CubeB, -0.011270, 0.031622, 0.065400, Policy
272, True, Normal, -0.1402961, -0.0909057, -0.00665187, CubeS, -0.013796, 0.045196, 0.065400, Policy
273, True, Normal, -0.04963888, -0.07581688, -0.11118731, CubeB, 0.017577, 0.004158, 0.065400, Policy
274, True, Top, -1.67385508, -0.04984783, -1.85432549, Cone1S, -0.014425, -0.006009, 0.050000, Policy
275, True, Normal, -0.09492551, -0.19269595, -0.09273638, CylinderS, 0.016865, 0.004674, 0.065400, Policy
276, True, Normal, -0.02894927, -0.12000828, -0.04703775, CubeB, 0.031429, 0.008773, 0.065400, Policy
277, True, Normal, -0.12154249, -0.16457622, -0.12092504, CylinderS, 0.002980, 0.008975, 0.065400, Policy
278, True, Normal, -0.23183091, -0.13713108, -0.07263289, CubeS, -0.033961, 0.018081, 0.065400, Policy
279, True, Top, -1.54573592, -0.10030148, -1.64181565, Cone1S, 0.041253, -0.056768, 0.050000, Policy
280, True, Normal, -0.14337743, 0.02298738, -0.16225748, CylinderS, -0.046442, 0.001986, 0.065400, Policy
281, True, Top, -1.70266019, 0.08680487, -1.67403767, Cone1S, 0.020968, -0.052657, 0.050000, Policy
282, True, Normal, 0.01539658, -0.10347619, -0.03596695, CubeB, -0.059176, 0.006465, 0.065400, Policy
283, True, Normal, 0.02974052, -0.22392045, 0.05054901, CubeS, -0.021572, 0.023134, 0.065400, Policy
284, True, Top, -1.74817021, -0.13377826, -1.7801097, Cone1S, 0.044131, 0.021994, 0.050000, Policy
285, True, Normal, -0.01465489, 0.01226764, -0.16242137, CubeS, -0.054188, 0.011420, 0.065400, Policy
286, True, Normal, -0.05048811, -0.12459422, -0.27000672, CylinderS, 0.027026, 0.025980, 0.065400, Policy
287, True, Normal, -0.20377817, -0.02633897, -0.14677521, CubeB, 0.004993, 0.007617, 0.065400, Policy
288, True, Normal, 0.01386857, -0.0203234, -0.13605402, CubeS, -0.016106, 0.002298, 0.065400, Policy
289, True, Normal, -0.17862002, -0.04801006, -0.064073, CubeB, 0.021083, 0.008855, 0.065400, Policy
290, True, Top, -1.57342166, -0.08691148, -1.76691318, Cone1S, -0.035903, -0.041829, 0.050000, Policy
291, True, Normal, 0.01597709, -0.02637627, -0.00155105, CylinderS, -0.038554, 0.033127, 0.065400, Policy
292, True, Normal, -0.23172387, -0.11891597, -0.0692228, CubeB, -0.058511, 0.006902, 0.065400, Policy
293, True, Normal, -0.05783812, -0.08472525, -0.10061506, CylinderS, -0.014902, 0.007806, 0.065400, Policy
294, True, Normal, -0.07928633, -0.13245366, -0.04266414, CubeS, 0.033346, 0.014141, 0.065400, Policy
295, True, Top, -1.64619702, -0.01291581, -1.75755198, Cone1S, -0.020497, 0.041645, 0.050000, Policy
296, True, Normal, -0.30744464, -0.20283652, -0.09369485, CylinderS, -0.002833, 0.018775, 0.065400, Policy
297, True, Top, -1.58367956, -0.16627259, -1.78324267, Cone1S, -0.031394, -0.055726, 0.050000, Policy
298, True, Normal, -0.21803489, -0.04367701, -0.16943143, CubeB, -0.029371, 0.015229, 0.065400, Policy
299, True, Normal, -0.05512553, -0.13612727, -0.09565036, CubeS, 0.003705, 0.036740, 0.065400, Policy
300, True, Top, -1.66696316, -0.07358413, -1.67169856, Cone1S, 0.027118, -0.013735, 0.050000, Policy
301, True, Normal, -0.10835675, -0.12474995, -0.15674294, CubeS, 0.002906, 0.017385, 0.065400, Policy
302, True, Normal, -0.14623576, 0.00113851, -0.13104111, CylinderS, -0.019960, 0.015385, 0.065400, Policy
303, True, Normal, -0.23976069, -0.20820226, -0.02341494, CubeB, -0.050491, 0.014842, 0.065400, Policy
304, True, Normal, -0.138383, -0.00784236, -0.06411081, CubeS, 0.016280, 0.030338, 0.065400, Policy
305, True, Normal, -0.13611937, -0.01922906, -0.02280936, CubeB, -0.029851, 0.011634, 0.065400, Policy
306, True, Top, -1.67897142, -0.09809904, -1.66713279, Cone1S, -0.019028, -0.058728, 0.050000, Policy
307, True, Normal, -0.0775641, -0.10017203, -0.03975544, CylinderS, 0.038132, 0.001358, 0.065400, Policy
308, True, Normal, -0.1642938, 0.00702623, -0.07811522, CubeB, -0.016512, 0.005180, 0.065400, Policy
309, True, Normal, -0.08657723, -0.18658707, -0.10740876, CylinderS, 0.025720, 0.039590, 0.065400, Policy
310, True, Normal, -0.08216871, -0.08397788, -0.07771869, CubeS, -0.059596, 0.007086, 0.065400, Policy
311, True, Top, -1.67792703, -0.13368969, -1.53974853, Cone1S, -0.008628, 0.043083, 0.050000, Policy
312, True, Normal, -0.09784943, -0.06739317, -0.03721863, CylinderS, 0.015775, 0.018332, 0.065400, Policy
313, True, Top, -1.64453391, -0.03474127, -1.73950048, Cone1S, -0.044691, -0.038495, 0.050000, Policy
314, True, Normal, -0.08145275, 0.02918963, 0.06227401, CubeB, 0.029455, 0.028167, 0.065400, Policy
315, True, Normal, -0.02946616, -0.00035343, -0.04434716, CubeS, -0.004853, 0.008053, 0.065400, Policy
316, True, Top, -1.68601863, -0.02375234, -1.70093141, Cone1S, 0.010434, -0.073145, 0.050000, Policy
317, True, Normal, -0.10142607, -0.1447622, 0.00116956, CubeS, -0.031336, 0.002250, 0.065400, Policy
318, True, Normal, 0.02931042, -0.11041226, -0.16103466, CylinderS, 0.019864, 0.013062, 0.065400, Policy
319, True, Normal, -0.05667555, -0.09719209, -0.09117646, CubeB, 0.019308, 0.010806, 0.065400, Policy
320, True, Normal, -0.07718926, -0.05408556, -0.02443817, CubeS, 0.019715, 0.044106, 0.065400, Policy
321, True, Normal, -0.17590045, -0.01499682, -0.09705452, CubeB, -0.018985, 0.011279, 0.065400, Policy
322, True, Top, -1.75383321, -0.06120456, -1.67358062, Cone1S, 0.001321, 0.050284, 0.050000, Policy
323, True, Normal, -0.10515416, -0.01283108, -0.00562394, CylinderS, 0.005103, 0.004670, 0.065400, Policy
324, True, Normal, -0.18144425, -0.0075782, -0.11521282, CubeB, -0.026350, 0.020946, 0.065400, Policy
325, True, Normal, -0.12044448, -0.07197341, -0.00240358, CylinderS, -0.029980, 0.008057, 0.065400, Policy
326, True, Normal, -0.15992435, -0.05407329, -0.07641046, CubeS, -0.028275, 0.005874, 0.065400, Policy
327, True, Top, -1.63935826, -0.11112686, -1.66744039, Cone1S, -0.004651, -0.036764, 0.050000, Policy
328, True, Normal, -0.16102631, -0.29372708, -0.03921788, CylinderS, -0.017149, 0.015156, 0.065400, Policy
329, True, Top, -1.64020202, -0.11781342, -1.66480274, Cone1S, -0.008147, 0.027719, 0.050000, Policy
330, True, Normal, -0.00670359, -0.18733746, -0.14863275, CubeB, -0.007585, 0.029585, 0.065400, Policy
331, True, Normal, -0.04080421, -0.04795223, -0.12522331, CubeS, 0.010007, 0.014248, 0.065400, Policy
332, True, Top, -1.76246579, 0.02144431, -1.69910903, Cone1S, -0.023033, 0.032303, 0.050000, Policy
333, True, Normal, -0.01688584, -0.07440126, -0.22493304, CubeS, 0.018136, 0.034078, 0.065400, Policy
334, True, Normal, -0.24610202, -0.12517277, 0.0307681, CylinderS, -0.037557, 0.001075, 0.065400, Policy
335, True, Normal, 0.11702216, -0.13335799, -0.01219673, CubeB, -0.011303, 0.008741, 0.065400, Policy
336, True, Normal, -0.03963838, -0.14057413, -0.22130712, CubeS, -0.047178, 0.025867, 0.065400, Policy
337, True, Normal, 0.01553129, -0.15011371, -0.16817258, CubeB, -0.006738, 0.016833, 0.065400, Policy
338, True, Top, -1.64470689, -0.19224258, -1.63824033, Cone1S, -0.035996, -0.072410, 0.050000, Policy
339, True, Normal, 0.04776033, -0.12782367, -0.15595884, CylinderS, -0.025957, 0.005331, 0.065400, Policy
340, True, Normal, -0.04776426, -0.06747077, -0.06562753, CubeB, -0.005878, 0.014851, 0.065400, Policy
341, True, Normal, -0.15057895, -0.13942568, 0.00477579, CylinderS, 0.020345, 0.011433, 0.065400, Policy
342, True, Normal, 0.03448634, -0.28024848, -0.08013927, CubeS, -0.006291, 0.011863, 0.065400, Policy
343, True, Top, -1.61734331, -0.07762447, -1.62490232, Cone1S, 0.028491, 0.029098, 0.050000, Policy
344, True, Normal, -0.01192903, -0.07215165, -0.13496179, CylinderS, 0.016308, 0.007626, 0.065400, Policy
345, True, Top, -1.81371105, -0.13011881, -1.76580603, Cone1S, -0.030582, -0.042664, 0.050000, Policy
346, True, Normal, -0.28532077, 0.01892843, -0.1865995, CubeB, 0.004007, 0.022808, 0.065400, Policy
347, True, Normal, -0.06951431, 0.00077002, -0.13732282, CubeS, 0.002875, 0.036000, 0.065400, Policy
348, True, Top, -1.76745443, -0.14974108, -1.81889681, Cone1S, -0.012183, 0.031284, 0.050000, Policy
349, True, Normal, 0.0164423, -0.01125234, -0.02901914, CubeS, 0.034570, 0.017233, 0.065400, Policy
350, True, Normal, -0.19349641, -0.15152191, -0.08787327, CylinderS, -0.023277, 0.035183, 0.065400, Policy
351, True, Normal, -0.14133124, -0.14738794, -0.10346946, CubeB, 0.007432, 0.027922, 0.065400, Policy
352, True, Normal, -0.13017081, -0.00423822, -0.09309097, CubeS, -0.015936, 0.032565, 0.065400, Policy
353, True, Normal, -0.08744999, -0.0773045, -0.08233491, CubeB, -0.013585, 0.012652, 0.065400, Policy
354, True, Top, -1.58763282, -0.0671282, -1.79240174, Cone1S, 0.028440, -0.003152, 0.050000, Policy
355, True, Normal, -0.09891891, 0.01955245, -0.12713704, CylinderS, 0.024130, 0.007016, 0.065400, Policy
356, True, Normal, -0.18431698, -0.04720675, -0.13911274, CubeB, -0.039138, 0.001438, 0.065400, Policy
357, True, Normal, 0.05621576, -0.05920877, -0.08607687, CylinderS, -0.036536, 0.020582, 0.065400, Policy
358, True, Normal, -0.07424486, -0.06054416, 0.12425333, CubeS, 0.057776, 0.004329, 0.065400, Policy
359, True, Top, -1.59842148, -0.12806196, -1.63119423, Cone1S, 0.024778, -0.068622, 0.050000, Policy
360, True, Normal, -0.14814641, -0.21197525, 0.04102142, CylinderS, 0.034919, 0.021888, 0.065400, Policy
361, True, Top, -1.58560247, -0.04406017, -1.814231, Cone1S, -0.037552, 0.033247, 0.050000, Policy
362, True, Normal, 0.02739249, -0.32782588, -0.28110275, CubeB, 0.012383, 0.030802, 0.065400, Policy
363, True, Normal, -0.1236642, -0.18303268, -0.11405475, CubeS, -0.021437, 0.001218, 0.065400, Policy
364, True, Top, -1.49459447, -0.02490621, -1.64983599, Cone1S, 0.029660, -0.011359, 0.050000, Policy
365, True, Normal, -0.06283536, -0.15812292, -0.11290188, CubeS, 0.021339, 0.028520, 0.065400, Policy
366, True, Normal, -0.05624212, -0.09421972, 0.11024299, CylinderS, -0.011005, 0.039173, 0.065400, Policy
367, True, Normal, -0.01923942, -0.1951295, -0.21167585, CubeB, -0.043413, 0.004493, 0.065400, Policy
368, True, Normal, 0.01665456, -0.06825957, -0.16546838, CubeS, -0.034926, 0.003463, 0.065400, Policy
369, True, Normal, -0.08628126, 0.10752618, -0.16884601, CubeB, -0.012952, 0.027353, 0.065400, Policy
370, True, Top, -1.77411103, 0.00422271, -1.60823912, Cone1S, -0.032415, -0.039242, 0.050000, Policy
371, True, Normal, -0.06658314, 0.01986042, -0.00538722, CylinderS, -0.026936, 0.014014, 0.065400, Policy
372, True, Normal, -0.09143369, 0.00722104, 0.03566891, CubeB, -0.008966, 0.004201, 0.065400, Policy
373, True, Normal, -0.12712069, -0.09254132, -0.1750995, CylinderS, -0.018046, 0.017624, 0.065400, Policy
374, True, Normal, 0.06222454, -0.02753857, -0.09198932, CubeS, -0.033400, 0.012623, 0.065400, Policy
375, True, Top, -1.75389031, -0.0418689, -1.56039344, Cone1S, 0.011607, 0.016727, 0.050000, Policy
376, True, Normal, -0.07428352, -0.18792781, -0.03421937, CylinderS, 0.015272, 0.020493, 0.065400, Policy
377, True, Top, -1.61957521, -0.10168684, -1.67097539, Cone1S, -0.001215, 0.016260, 0.050000, Policy
378, True, Normal, -0.01257411, -0.12822603, -0.09436606, CubeB, 0.016799, 0.027107, 0.065400, Policy
379, True, Normal, -0.02053325, -0.096869, -0.01640271, CubeS, 0.021165, 0.004171, 0.065400, Policy
380, True, Top, -1.76573033, -0.13711007, -1.57955016, Cone1S, 0.037184, 0.035503, 0.050000, Policy
381, True, Normal, -0.09059099, -0.1706918, -0.03329355, CubeS, -0.001182, 0.020092, 0.065400, Policy
382, True, Normal, 0.01511243, 0.10282219, -0.01416904, CylinderS, -0.024305, 0.044083, 0.065400, Policy
383, True, Normal, -0.06872453, -0.09059585, -0.09391545, CubeB, -0.057250, 0.001759, 0.065400, Policy
384, True, Normal, -0.02763641, -0.00278134, -0.14105269, CubeS, 0.067184, 0.007323, 0.065400, Policy
385, True, Normal, -0.0825522, -0.24320031, -0.08331311, CubeB, -0.012622, 0.012887, 0.065400, Policy
386, True, Top, -1.58661009, -0.0368164, -1.80899221, Cone1S, -0.026238, -0.006949, 0.050000, Policy
387, True, Normal, -0.18982943, -0.16968771, -0.23949576, CylinderS, -0.001521, 0.008869, 0.065400, Policy
388, True, Normal, -0.10377383, -0.1292899, -0.09792022, CubeB, 0.011364, 0.012380, 0.065400, Policy
389, True, Normal, 0.08349462, -0.0856341, -0.00515159, CylinderS, 0.000596, 0.049754, 0.065400, Policy
390, True, Normal, -0.11199807, -0.09631251, -0.02375302, CubeS, -0.015107, 0.018337, 0.065400, Policy
391, True, Top, -1.57126918, -0.29527259, -1.58656431, Cone1S, 0.038304, -0.053894, 0.050000, Policy
392, True, Normal, -0.0874047, -0.18680536, -0.0814105, CylinderS, 0.026209, 0.001083, 0.065400, Policy
393, True, Top, -1.63768322, -0.02046988, -1.66443789, Cone1S, -0.000751, 0.011905, 0.050000, Policy
394, True, Normal, -0.18483403, -0.11746189, -0.07472587, CubeB, -0.020230, 0.006125, 0.065400, Policy
395, True, Normal, -0.15425902, -0.03433994, 0.05914012, CubeS, -0.057852, 0.009564, 0.065400, Policy
396, True, Top, -1.60273227, -0.02755564, -1.78278, Cone1S, 0.008454, -0.014363, 0.050000, Policy
397, True, Normal, 0.00346495, -0.11701941, -0.0015492, CubeS, 0.017427, 0.048785, 0.065400, Policy
398, True, Normal, -0.04205439, -0.12535329, -0.10178913, CylinderS, 0.036754, 0.031216, 0.065400, Policy
399, True, Normal, -0.25824782, -0.04656608, -0.08785171, CubeB, 0.022419, 0.012643, 0.065400, Policy
400, True, Normal, -0.122722, -0.09104446, 0.10674054, CubeS, -0.009959, 0.032312, 0.065400, Policy
401, True, Normal, -0.11274946, 0.02961011, 0.10198429, CubeB, 0.018765, 0.040285, 0.065400, Policy
402, True, Top, -1.66818491, -0.1175193, -1.78040215, Cone1S, 0.003881, -0.044797, 0.050000, Policy
403, True, Normal, -0.062944, 0.00554751, -0.10670026, CylinderS, -0.021994, 0.031427, 0.065400, Policy
404, True, Normal, 0.03840017, -0.08527769, -0.11950911, CubeB, 0.004808, 0.019255, 0.065400, Policy
405, True, Normal, -0.06546037, -0.08665648, 0.01328192, CylinderS, 0.024457, 0.041571, 0.065400, Policy
406, True, Normal, 0.10727091, -0.19236634, -0.2265337, CubeS, 0.015209, 0.008339, 0.065400, Policy
407, True, Top, -1.63852425, -0.17851653, -1.6431146, Cone1S, 0.026708, -0.056860, 0.050000, Policy
408, True, Normal, -0.12295086, -0.06428595, -0.17962756, CylinderS, -0.062855, 0.001512, 0.065400, Policy
409, True, Top, -1.68875319, 0.02079057, -1.58185039, Cone1S, -0.002495, -0.045931, 0.050000, Policy
410, True, Normal, -0.09936845, 0.09636111, 0.08672114, CubeB, 0.005706, 0.006095, 0.065400, Policy
411, True, Normal, -0.08301122, 0.02226118, -0.12581868, CubeS, -0.010246, 0.003662, 0.065400, Policy
412, True, Top, -1.51959503, -0.20221607, -1.60922764, Cone1S, -0.041878, 0.017673, 0.050000, Policy
413, True, Normal, -0.07827277, -0.03664218, 0.08664392, CubeS, 0.067742, 0.006950, 0.065400, Policy
414, True, Normal, -0.03821736, -0.13641096, -0.07043035, CylinderS, -0.062133, 0.014788, 0.065400, Policy
415, True, Normal, 0.06458931, -0.06813504, -0.17103333, CubeB, 0.020150, 0.009651, 0.065400, Policy
416, True, Normal, -0.16699101, -0.13875077, -0.22379739, CubeS, 0.061605, 0.003184, 0.065400, Policy
417, True, Normal, -0.01739169, -0.09089614, -0.03940681, CubeB, 0.025981, 0.017092, 0.065400, Policy
418, True, Top, -1.61698182, -0.20290927, -1.52072487, Cone1S, -0.007270, 0.024402, 0.050000, Policy
419, True, Normal, -0.09800779, -0.0613947, 0.08773711, CylinderS, 0.000964, 0.033611, 0.065400, Policy
420, True, Normal, -0.09687886, -0.06836015, 0.12102022, CubeB, 0.004455, 0.028812, 0.065400, Policy
421, True, Normal, -0.01366166, -0.1657365, -0.1721612, CylinderS, 0.038612, 0.008578, 0.065400, Policy
422, True, Normal, -0.15298901, -0.00124638, -0.05693659, CubeS, 0.021084, 0.002761, 0.065400, Policy
423, True, Top, -1.69594217, -0.10259572, -1.68177852, Cone1S, 0.040105, 0.001953, 0.050000, Policy
424, True, Normal, -0.02364599, 0.00563437, -0.0941911, CylinderS, 0.027269, 0.033183, 0.065400, Policy
425, True, Top, -1.58112361, 0.06616959, -1.43810495, Cone1S, 0.025356, 0.044396, 0.050000, Policy
426, True, Normal, -0.07490271, -0.04457408, -0.1086055, CubeB, 0.013365, 0.038625, 0.065400, Policy
427, True, Normal, -0.11072437, 0.05147841, -0.21604369, CubeS, 0.076347, 0.001563, 0.065400, Policy
428, True, Top, -1.76831683, -0.06759335, -1.74238871, Cone1S, -0.015726, -0.018972, 0.050000, Policy
429, True, Normal, -0.14623566, -0.08691151, -0.03739379, CubeS, 0.045389, 0.009447, 0.065400, Policy
430, True, Normal, -0.21150637, 0.07401175, -0.01215231, CylinderS, -0.023322, 0.026460, 0.065400, Policy
431, True, Normal, -0.0463158, -0.04203817, -0.02862633, CubeB, 0.013371, 0.035827, 0.065400, Policy
432, True, Normal, -0.04091664, -0.05863226, -0.03995339, CubeS, -0.067289, 0.001582, 0.065400, Policy
433, True, Normal, -0.0884439, 0.00806058, -0.18764974, CubeB, -0.013852, 0.015241, 0.065400, Policy
434, True, Top, -1.59018596, -0.03058374, -1.59528527, Cone1S, -0.010664, -0.011560, 0.050000, Policy
435, True, Normal, -0.20516679, 0.01360756, -0.22334948, CylinderS, 0.016570, 0.020945, 0.065400, Policy
436, True, Normal, -0.20475536, -0.02897709, -0.01657171, CubeB, 0.031006, 0.000686, 0.065400, Policy
437, True, Normal, -0.11946207, -0.06877295, -0.10284321, CylinderS, 0.002176, 0.010213, 0.065400, Policy
438, True, Normal, -0.021407, -0.13736336, -0.12928164, CubeS, 0.024094, 0.004940, 0.065400, Policy
439, True, Top, -1.41129488, -0.20641787, -1.62398692, Cone1S, 0.018440, -0.046914, 0.050000, Policy
440, True, Normal, -0.10075406, -0.03384413, -0.16918654, CylinderS, -0.007283, 0.026086, 0.065400, Policy
